,�..control,country,c_code,region,inc_grp,year,TFP,TFP_wb,TFPgrowth,ghg_serv,ghg_ind,ghg_agr,ghg_agrc,va_ser,va_ind,va_agr,ghg_va_agr,ghg_va_ind,ghg_va_ser,life_expectancy,patents_tot,internet_access,urbanization,popage15_64,ruleoflaw,sch,exports_gdp,imports_gdp,trade.exp.imp.,ed_tc25,fdi_imf,rl_wb2,ROL,innovation_index,education_index,efficiency_index,infrastructure_index,governance_index,pat_wb2,str_agr,str_ind,str_ser,eps,ghg_tot
67,MOZ2012,Mozambique,MOZ,Sub-Saharan Africa,Low income,2012,0.938043118,0.95,-0.051,2.8334,5.546,49.1638,49.1638,6371.890618,2046.339759,3145.601486,0.01562938,0.002710205,0.000444672,53.931,40,6,32.846,51.28168084,-0.5860989,25.50679,28.8839773,72.98766713,101.8716444,0.358,0.1171,-0.5894,-0.5860989,-0.4862711,-0.9115692,-1.01334,-1.097231,-0.2571723,0.00065,0.745832194,0.843776408,0.955489999,0.8483662,57.5432
68,HND2012,Honduras,HND,Latin America & Caribbean,Lower middle income,2012,1.011583567,0.996,-0.004,4.5492,9.41,33.7842,33.7842,10472.70814,4303.308778,2163.873962,0.015612832,0.002186689,0.000434386,73.814,241,18.12,53.202,59.82452098,-1.140215,63.88398,50.90279882,70.28541699,121.1882158,3.206,0.2108,-1.1637,-1.140215,-0.634341,-0.4348331,-0.3060314,0.0327209,-0.5610279,0.0076,0.746101301,0.873953295,0.95654069,0.858865095,47.7434
69,GUY2012,Guyana,GUY,Latin America & Caribbean,Upper middle income,2012,NA,1,0,0.1256,0,5.7923,5.7923,1108.839339,791.0286918,396.8758895,0.014594739,0,0.000113272,68.575,14,30.5,26.4,64.0858672,-0.5237053,97.72779,49.46664067,69.78038045,119.2470211,0.24,0.1581,-0.5121,-0.5237053,-0.6293793,-0.3127673,-0.031539,0.2242507,-0.3085577,0.0044,0.762657713,1,0.989341715,0.917333143,5.9179
70,BRA2012,Brazil,BRA,Latin America & Caribbean,Upper middle income,2012,0.983769536,0.98,-0.021,63.1808,523.609,1255.0086,1255.0086,1350000,531000,93077.84885,0.013483429,0.000985645,4.66E-05,74.209,30435,48.56,84.923,68.92770221,-0.0694494,92.99245,11.87755984,13.23673454,25.11429438,7.926,0.6617,-0.0972,-0.0694494,0.2654201,0.2634274,1.168978,0.5314098,0.1728384,0.0285,0.780730038,0.94318474,0.9961521,0.906688959,1841.7984
71,ECU2012,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,1.02147603,1.011,0.011,4.7647,39.1795,96.8642,96.8642,40242.60431,28036.3246,7364.183999,0.013153419,0.001397455,0.000118399,75.495,NA,35.13514645,62.988,63.57835586,-1.134688,99.54315,30.16480927,31.58630314,61.75111241,6.922,0.259,-1.1442,-1.134688,-0.4428465,0.1446102,-0.0079306,0.1788451,-0.6265948,0.0119,0.78609672,0.91944689,0.988818004,0.898120538,140.8084
72,AGO2012,Angola,AGO,Sub-Saharan Africa,Lower middle income,2012,1.113934994,1,0,3.4324,118.8437,78.5567,78.5567,40991.33301,47886.86963,6055.226867,0.01297337,0.00248176,8.37E-05,57.236,NA,6.5,61.268,50.46797763,-1.269548,NA,55.94013141,35.8599672,91.80009861,1.282,0.1403,-1.2651,-1.269548,-0.5469927,-0.97343,-0.6078588,-0.8459361,-0.9310966,8.00E-04,0.789024709,0.856944599,0.992362424,0.879443911,200.8328
73,IDN2012,Indonesia,IDN,East Asia & Pacific,Lower middle income,2012,1.02630496,1.03,0.03,66.911,533.5683,1383.4339,1383.4339,356000,362000,114000,0.012098876,0.001475038,0.000188166,69.866,NA,14.52,51.276,66.6076764,-0.5756818,80.45233,24.59437879,24.98851951,49.5828983,5.024,0.3113,-0.5874,-0.5756818,-0.6232005,-0.3854357,-0.3189941,0.0321043,-0.2736068,0.0051,0.803245889,0.914974795,0.981691472,0.899970719,1983.9132
74,SUR2012,Suriname,SUR,Latin America & Caribbean,Upper middle income,2012,NA,1,0,0.0877,0,5.7566,5.7566,2372.35544,1456.224751,486.6832005,0.011828228,0,3.70E-05,70.851,NA,34.6812,66.208,64.90701993,-0.0574045,72.07447,NA,NA,NA,14.13,0.1923,-0.0803,-0.0574045,-0.5264256,0.604194,0.0468864,0.3458692,0.018451,0.0086,0.807647216,1,0.997132717,0.934926644,5.8443
75,LSO2012,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,0.997846544,1.037,0.036,0.2155,0,1.337,1.337,1557.450977,781.8022931,124.033051,0.010779385,0,0.000138367,47.416,NA,10,25.704,60.83586353,-0.2448477,62.17588,38.67642738,100.3210913,138.9975187,1.166,0.1487,-0.2702,-0.2448477,-0.6551381,0.3825017,0.0572411,-0.5555064,-0.0175221,0.00055,0.82470369,1,0.986778321,0.93716067,1.5525
76,KHM2012,Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,NA,1.014031,0.0139339,0.4704,6.2628,42.363,42.363,4887.699553,3077.266474,4094.856744,0.010345417,0.002035183,9.62E-05,67.48,53,4.94,21.037,63.64321421,-0.9796743,NA,57.88976453,62.70767297,120.5974375,1.576,0.1111,-0.9573,-0.9796743,-0.6545296,-1.236475,0.0501129,-0.471703,-0.6293888,6.00E-04,0.831760957,0.882686513,0.991085579,0.901844349,49.0962
77,BFA2012,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2012,0.960754395,0.989,-0.011,0.7065,0,30.8595,30.8595,3971.64845,2031.710847,3213.360015,0.009603499,0,0.000177886,58.374,NA,3.725034916,25.767,51.46729701,-0.4367974,25.93309,25.5185176,37.16053004,62.67904764,1.282,0.0996,-0.4211,-0.4367974,-0.5668816,-0.9384118,-0.5193282,-0.7061474,-0.3242794,0.00065,0.843826161,1,0.98274155,0.942189237,31.566
78,IRL2012,Ireland,IRL,Europe & Central Asia,High income,2012,0.984170318,0.993,-0.007,3.7087,38.1088,18.5994,18.5994,146000,51506.28377,1992.590647,0.00933428,0.000739886,2.55E-05,80.84634146,NA,76.91999254,61.942,67.01897358,1.734317,117.75219,104.5096336,87.02738387,191.5370175,31.882,0.7067,1.7405,1.734317,1.668442,2.362756,1.71707,1.885388,1.625576,0.0255,0.848204249,0.957350957,0.998307414,0.934620874,60.4169
79,GNB2012,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,NA,1,0,0.0742,0,3.8718,3.8718,394.3030709,116.0719009,419.1688162,0.009236851,0,0.00018818,55.645,NA,2.893990621,40.908,54.31173866,-1.522778,NA,15.47521335,25.6977795,41.17299285,1.282,0.0342,-1.5109,-1.522778,-0.5399013,-1.147564,-0.7546735,-0.7590775,-1.198499,0.00095,0.849788658,1,0.981690042,0.943826233,3.946
80,BEN2012,Benin,BEN,Sub-Saharan Africa,Low income,2012,0.996510327,0.996,-0.004,0.6911,6.1647,15.3548,15.3548,3521.301495,1554.536629,1668.509424,0.009202705,0.003965619,0.000196263,59.842,NA,4.5,44.125,53.16027989,-0.5856726,NA,23.01717402,31.7345243,54.75169832,2.362,0.0999,-0.6247,-0.5856726,-0.5324451,-0.6416005,-0.4861367,-0.698482,-0.2435012,0.00095,0.850343946,0.771410928,0.980864383,0.867539752,22.2106
81,MLI2012,Mali,MLI,Sub-Saharan Africa,Low income,2012,NA,0.9706724,-0.0297663,0.3312,0,34.0883,34.0883,3998.556076,2340.048855,3763.078022,0.009058622,0,8.28E-05,56.135,NA,2.8,37.599,49.46778046,-0.6711911,NA,26.89255713,31.77805036,58.67060749,1.242,0.0959,-0.6835,-0.6711911,-0.4288598,-1.019843,-0.2217882,-0.6691167,-0.7958033,0.00095,0.85268705,1,0.992454357,0.948380469,34.4195
82,PAN2012,Panama,PAN,Latin America & Caribbean,High income,2012,1.010102391,0.997,-0.003,14.0986,9.9703,9.5844,9.5844,25388.29916,8023.967348,1077.11781,0.008898191,0.001242565,0.000555319,77.188,234,40.30189522,65.741,64.30149795,-0.191678,NA,75.19125791,82.86729805,158.058556,17.532,0.3495,-0.2087,-0.191678,-0.5563028,0.7749195,0.59262,0.459447,0.1952927,0.0133,0.855296008,0.928375172,0.944187674,0.909286284,33.6533
83,CAN2012,Canada,CAN,North America,High income,2012,0.997496009,0.993,-0.007,27.0016,634.1756,199.6304,199.6304,1110000,461000,22656.15981,0.008811308,0.001375592,2.44E-05,81.64878049,35242,83,81.137,68.89937956,1.763582,109.98749,30.42624347,32.32029923,62.7465427,28.832,0.8437,1.7639,1.763582,2.543749,2.29945,2.141886,2.384332,1.825153,0.1827,0.856708915,0.920707133,0.998419777,0.925278608,860.8076
84,PER2012,Peru,PER,Latin America & Caribbean,Upper middle income,2012,0.997662604,0.999,-0.001,12.0792,52.7531,97.4361,97.4361,83638.16117,57495.85747,11084.44154,0.008790348,0.000917511,0.000144422,74.981,1190,38.2,76.804,64.16508296,-0.5743826,93.17268,27.44961437,25.17028089,52.61989526,16.202,0.3987,-0.6124,-0.5743826,-0.582963,0.4601354,0.8169411,0.034481,-0.1140526,0.0073,0.85704977,0.947112169,0.986159817,0.930107252,162.2684
85,AUS2012,Australia,AUS,East Asia & Pacific,High income,2012,1.003823519,0.997,-0.003,26.6594,443.1734,227.3901,227.3901,801000,309000,26314.36824,0.00864129,0.001434752,3.33E-05,82.04634146,26358,79,85.402,67.08384074,1.766946,NA,21.48082841,21.72951827,43.21034668,22.668,0.8874,1.7568,1.766946,3.249056,1.980563,2.144316,1.998879,1.820223,0.219,0.859473778,0.91729699,0.997510663,0.924760477,697.2229
86,MRT2012,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,1.06596458,0.955,-0.046,0.1163,0,7.9676,7.9676,1786.276996,1808.339944,925.9421753,0.008604857,0,6.51E-05,63.079,NA,5,48.4,55.88234897,-0.917475,27.26383,53.02395123,79.46993449,132.4938857,1.42,0.1086,-0.8978,-0.917475,-0.5436293,-1.046871,-0.3048122,-0.6560617,-0.7851936,0.00095,0.860066258,1,0.994262369,0.951442876,8.0839
87,NER2012,Niger,NER,Sub-Saharan Africa,Low income,2012,1.087116599,1.07,0.068,1.79,0,21.9658,21.9658,2254.732176,1406.294559,2608.108003,0.008422121,0,0.000793886,58.79,NA,1.05,16.212,47.21372774,-0.6476631,15.05934,21.8631735,39.36486851,61.22804201,0.764,0.0952,-0.6811,-0.6476631,-0.5454934,-1.064319,-0.4633349,-1.136353,-0.5780184,0.00095,0.863037944,1,0.919818627,0.927618857,23.7558
88,MMR2012,Myanmar,MMR,East Asia & Pacific,Lower middle income,2012,NA,1,0,11.6903,20.2155,152.9019,152.9019,22094.92508,15609.98208,18441.75641,0.00829107,0.001295037,0.000529094,64.453,NA,4,29.266,65.88961573,-1.354736,NA,11.49836108,10.8862545,22.38461558,5.528,0.1078,-1.3442,-1.354736,-0.6413403,-0.9006791,-0.2416149,-0.4533583,-1.357871,6.00E-04,0.865169119,0.925350543,0.946866495,0.912462052,184.8077
89,ETH2012,Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,NA,0.9842052,-0.0159209,4.7564,24.5571,115.4443,115.4443,15523.52909,3886.126119,14190.7744,0.008135166,0.006319172,0.000306399,63.281,14,2.9,18.16,52.77091022,-0.6774848,37.57714,13.7672982,31.63060598,45.39790418,1.282,0.1208,-0.6491,-0.6774848,-0.5176306,-0.7792735,0.0246109,-1.116085,-0.8306962,1.00E-04,0.867704458,0.635745727,0.969614255,0.824354814,144.7578
90,QAT2012,Qatar,QAT,Middle East & North Africa,High income,2012,0.954405904,0.943,-0.058,6.1136,83.5682,1.2528,1.2528,NA,NA,162.6521378,0.007702327,NA,NA,79.399,61,69.3,98.697,86.1012817,0.9582027,NA,76.4724133,29.27387314,105.7462864,11.388,0.4807,1.0422,0.9582027,-0.1314974,0.0032334,0.5966882,1.440309,0.8794761,0.0041,0.874743364,NA,NA,NA,90.9346
91,UGA2012,Uganda,UGA,Sub-Saharan Africa,Low income,2012,NA,0.9363285,-0.0657889,0.4575,0,42.1475,42.1475,11375.68256,4197.075572,5493.190855,0.007672681,0,4.02E-05,59.017,NA,14.1,20.424,49.38864895,-0.348162,NA,20.21672096,33.12177007,53.33849103,1.792,0.0983,-0.349,-0.348162,-0.4973083,-1.064354,0.1267362,-0.8010458,-0.4758117,1.00E-04,0.875225473,1,0.996805844,0.957343773,42.605
92,BDI2012,Burundi,BDI,Sub-Saharan Africa,Low income,2012,1.040356636,1.078,0.075,0.3572,0,5.9836,5.9836,859.2331088,335.2624866,786.7951311,0.007605029,0,0.00041572,58.568,NA,1.219999945,11.194,52.64439019,-1.083531,28.71599,9.700000891,33.99998812,43.69998901,0.708,0.1069,-1.0735,-1.083531,-0.6025141,-0.8849592,-0.3223402,-0.6998377,-1.146462,0.00065,0.876325642,1,0.958447377,0.94492434,6.3408
93,SEN2012,Senegal,SEN,Sub-Saharan Africa,Lower middle income,2012,0.987073779,1,0,3.7302,8.4083,16.7224,16.7224,9356.077199,3904.728566,2377.80396,0.007032708,0.002153364,0.000398693,65.448,NA,10.8,44.603,53.32859473,-0.2868111,45.33231,22.25665081,39.00151792,61.25816873,1.948,0.1066,-0.309,-0.2868111,-0.4164535,-0.7995631,-0.6906185,-0.4744921,-0.1031373,0.00095,0.88563283,0.875874238,0.960186644,0.907231237,28.8609
94,LTU2012,Lithuania,LTU,Europe & Central Asia,High income,2012,1.019058824,1.026,0.026,2,15.751,9.4106,9.4106,24430.67448,10879.88136,1341.383467,0.007015593,0.001447718,8.19E-05,73.86341463,124,67.22998933,66.864,67.5808168,0.8504152,106.17351,78.41087325,77.79934023,156.2102135,20.078,0.2646,0.8167,0.8504152,0.5067412,2.005734,0.9189569,0.9827438,0.9547501,0.008,0.885911157,0.916549594,0.992546289,0.931669014,27.1616
95,SDN2012,Sudan,SDN,Sub-Saharan Africa,Lower middle income,2012,0.957422256,0.945,-0.057,2.2113,40.107,135.1712,135.1712,28013.37889,17539.61798,19348.94075,0.006985974,0.002286652,7.89E-05,63.542,NA,21,33.346,54.18078569,-1.226252,41.23274,9.219191684,15.5018091,24.72100078,2.144,0.0744,-1.2023,-1.226252,-0.4641499,-1.162814,-0.4219384,-0.9074731,-1.550338,1.00E-04,0.886392827,0.868191155,0.992852732,0.915812238,177.4895
96,ARG2012,Argentina,ARG,Latin America & Caribbean,Upper middle income,2012,0.963054776,0.97,-0.03,23.3604,215.4289,173.7655,173.7655,234000,111000,25684.47426,0.006765391,0.001945182,9.99E-05,75.598,4813,55.8,91.121,63.94712888,-0.6796814,103.47648,16.23785946,14.28868291,30.52654237,2.908,0.2998,-0.708,-0.6796814,-0.0814441,-0.0272353,-0.1328018,0.8050499,-0.2458737,0.0253,0.889979987,0.887874415,0.990707633,0.922854012,412.5548
97,VEN2012,"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2012,1.018001199,1.026,0.026,12.7692,244.7854,144.1031,144.1031,193000,205000,21377.04629,0.00674102,0.00119233,6.62E-05,73.037,1526,49.05008307,88.123,64.81353376,-1.689822,85.89011,26.17101425,24.23255313,50.40356738,4.224,0.2212,-1.6822,-1.689822,-0.3571418,0.280005,-0.2569824,0.6252877,-1.198489,0.01315,0.890376313,0.931270854,0.994150007,0.938599058,401.6577
98,TTO2012,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,0.969803512,1.016,0.016,2.5577,39.1517,0.653,0.653,11069.39727,11425.69211,101.0096824,0.006464727,0.003426637,0.00023106,72.382,215,59.5162,53.671,70.51729638,-0.1411396,NA,NA,NA,NA,7.982,0.3523,-0.1756,-0.1411396,-0.4022109,0.4366709,0.6340625,0.95716,0.2587586,0.0319,0.89486944,0.802479317,0.977309953,0.891552903,42.3624
99,TCD2012,Chad,TCD,Sub-Saharan Africa,Low income,2012,NA,1,0,1.6157,0,35.677,35.677,3983.865112,1504.053977,5716.132358,0.006241458,0,0.000405561,51.928,NA,2.1,22.142,48.97118833,-1.466066,22.32109,38.46805422,42.10756547,80.57561969,1.282,0.0806,-1.4468,-1.466066,-0.5473574,-1.126511,-0.8368809,-1.174017,-1.214934,0.00095,0.898500281,1,0.959485094,0.952661792,37.2927
100,SLE2012,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,1.055046797,1.088,0.084,2.3986,0,9.2296,9.2296,1036.333281,502.669891,1486.704986,0.006208091,0,0.002314506,51.018,NA,2.5,39.642,54.2362077,-0.8535678,43.99802,32.90532706,60.3687918,93.27411886,1.324,0.0582,-0.8618,-0.8535678,-0.5449396,-1.111957,-1.019266,-1.066817,-0.6442414,0.00085,0.899042901,1,0.76449094,0.887844613,11.6282
101,MYS2012,Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,1.005465984,1.004,0.004,45.49,235.8594,159.655,159.655,141000,111000,27756.35652,0.005752016,0.002123788,0.000321948,74.877,6940,65.8,72.275,67.99096772,0.4650322,81.47546,79.29991393,68.54184084,147.8417548,6.626,0.6823,0.5041,0.4650322,0.620075,0.4264977,1.44534,0.8418567,0.474301,0.0548,0.906459675,0.877579079,0.968025962,0.917354905,441.0044
102,MWI2012,Malawi,MWI,Sub-Saharan Africa,Low income,2012,NA,1.035235,0.0346284,0.2679,0,11.0943,11.0943,3671.965357,1073.624788,2146.768873,0.005167906,0,7.30E-05,58.629,NA,4.3506,15.812,51.31054367,-0.2187192,35.31964,26.20340149,41.67819463,67.88159612,0.248,0.0901,-0.2298,-0.2187192,-0.5240578,-0.8083456,-0.4592181,-0.6016366,-0.2458586,0.0044,0.915958577,1,0.993455403,0.96980466,11.3622
103,COL2012,Colombia,COL,Latin America & Caribbean,Upper middle income,2012,0.997931004,1.003,0.003,18.6369,89.993,97.7011,97.7011,170000,1.00E+05,18934.10749,0.005160058,0.000895907,0.000109759,75.882,2061,48.98,78.701,66.94996701,-0.353872,95.40426,18.82874129,20.04266166,38.87140295,19.03,0.4347,-0.3863,-0.353872,-0.4613599,0.651234,0.8374713,0.2454008,-0.1780901,0.0088,0.916086203,0.948357482,0.989700559,0.951381415,206.331
104,BGD2012,Bangladesh,BGD,South Asia,Lower middle income,2012,NA,1.000751,0.0007511,19.5389,65.4893,106.0977,106.0977,69814.0113,34323.77896,21089.28765,0.005030881,0.001907986,0.000279871,70.606,354,5,31.993,64.17373515,-0.9293042,55.20997,20.16158886,27.94933388,48.11092274,3.076,0.2401,-0.8996,-0.9293042,-0.5625919,-0.7830186,-0.3571151,-0.3940201,-0.7888426,5.00E-04,0.918186903,0.890018494,0.972324026,0.926843141,191.1259
105,KEN2012,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,0.991774738,0.992,-0.008,3.0032,17.5961,50.9264,50.9264,21454.68139,8289.848418,10476.91631,0.00486082,0.002122608,0.000139979,62.659,259,10.5,24.376,55.17836258,-0.8238015,NA,22.22735357,35.53772274,57.76507631,5.27,0.1703,-0.8603,-0.8238015,-0.3544742,-0.2749244,-0.4157103,-0.8164734,-0.6276831,0.0016,0.920952466,0.877647098,0.986613659,0.928404407,71.5257
106,GTM2012,Guatemala,GTM,Latin America & Caribbean,Upper middle income,2012,0.957903624,0.96,-0.041,2.3511,13.1777,24.3855,24.3855,26190.32634,11893.0284,5036.308966,0.004841939,0.001108019,8.98E-05,72.236,344,16,49,57.58738049,-1.076314,53.12337,24.86869389,36.11378064,60.98247453,0.006,0.2299,-1.1,-1.076314,-0.6395381,-0.7629739,-0.1864615,0.114508,-0.517999,0.0053,0.921259512,0.936130769,0.991739323,0.949709868,39.9143
107,NPL2012,Nepal,NPL,South Asia,Low income,2012,NA,1.002601,0.0025972,1.0917,11.7491,27.752,27.752,8064.188518,2442.186768,5805.980335,0.004779899,0.004810893,0.000135376,68.426,17,11.1493,17.458,59.50319022,-0.7357028,63.7488,10.07389298,33.58431368,43.65820666,2.248,0.1728,-0.7801,-0.7357028,-0.5622406,-0.8087946,-0.3468802,-0.4462862,-0.8140836,1.00E-04,0.922268417,0.722687034,0.987083844,0.877346432,40.5928
108,LUX2012,Luxembourg,LUX,Europe & Central Asia,High income,2012,0.961504877,0.953,-0.048,1.1663,10.3995,0.6027,0.6027,42407.32647,5832.498325,138.2023656,0.004360996,0.001783027,2.75E-05,81.39268293,161,91.94992374,89.249,68.90688076,1.798904,100.36072,186.4443074,155.4177148,341.8620222,20.286,0.7472,1.7846,1.798904,1.265484,1.455902,1.7235,1.631731,1.928415,0.0634,0.929080694,0.897221471,0.998103119,0.941468428,12.1685
109,GHA2012,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,NA,1.02156,0.0213306,3.5194,16.3031,39.865,39.865,19003.74375,9116.476355,9307.15681,0.004283263,0.001788312,0.000185195,61.72,NA,10.6,52.073,58.21632954,0.010495,56.44244,40.35921817,52.80881695,93.16803512,2.174,0.1159,-0.0228,0.010495,-0.4983821,-0.2420656,-0.4367098,-0.5408681,0.2061961,0.00125,0.930344802,0.896916829,0.981994953,0.936418861,59.6875
110,TJK2012,Tajikistan,TJK,Europe & Central Asia,Low income,2012,1.083258271,1.079,0.076,0.6986,3.0186,5.2064,5.2064,2903.175661,1622.135385,1316.431155,0.003954935,0.00186088,0.000240633,69.34,6,14.51,26.545,61.33772962,-1.200411,87.05313,17.27727988,65.89866466,83.17594454,5.498,0.0719,-1.1676,-1.200411,-0.6181018,0.7016643,-0.4120347,0.04448,-1.064702,2.00E-04,0.935684131,0.892733812,0.976332094,0.934916679,8.9236
111,PAK2012,Pakistan,PAK,South Asia,Lower middle income,2012,NA,1.017706,0.0175506,7.4531,173.9882,161.0444,161.0444,102000,37440.9753,43579.57954,0.00369541,0.004647,7.34E-05,65.849,894,9.96,35.408,58.7679796,-0.8842213,34.9049,12.39666276,20.40883945,32.80550221,5.002,0.1961,-0.9009,-0.8842213,-0.403928,-0.6098471,-0.4894961,-0.2251802,-1.065306,0.0014,0.939904574,0.732134272,0.993414544,0.888484463,342.4857
112,ZAF2012,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,0.992067158,0.984,-0.016,32.8662,412.8344,31.6901,31.6901,246000,105000,9300.844586,0.003407228,0.003943775,0.000133818,60.06,7444,41,63.272,65.62771837,0.1104317,98.82686,29.72387936,31.17582008,60.89969944,0.436,0.6071,0.0878,0.1104317,0.0190494,0.2818829,1.296741,0.3288819,0.3401208,0.0394,0.944591042,0.772670075,0.98724299,0.901501369,477.3907
113,SLV2012,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2012,NA,0.9889542,-0.0111072,1.4271,7.3898,4.2007,4.2007,11848.04417,5054.967437,1288.063676,0.003261252,0.001461889,0.00012045,71.692,217,20.32138772,67.187,62.40105881,-0.6986933,73.42412,28.57130833,49.07785467,77.649163,4.822,0.2426,-0.7359,-0.6986933,-0.6348341,-0.2326537,0.0893282,0.2686478,-0.0202887,0.0081,0.94696493,0.915732739,0.988608499,0.950435389,13.0176
114,YEM2012,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2012,NA,0.9564593,-0.0445171,1.9198,20.7832,7.3108,7.3108,7710.948284,11552.65886,2295.62512,0.003184666,0.001798997,0.000248971,65.92,85,17.4465,32.958,55.50322071,-1.267264,46.91278,NA,NA,NA,1.848,0.1126,-1.2635,-1.267264,-0.5417519,-0.6812889,-0.6210912,-0.7029763,-1.287065,0.0012,0.948210385,0.896300917,0.975480387,0.93999723,30.0138
115,MEX2012,Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,0.99839431,1.002,0.002,120.667,531.2302,108.4946,108.4946,694000,362000,34853.73038,0.003112855,0.00146711,0.000173772,74.966,15314,39.75,78.405,64.95679547,-0.534087,90.6672,32.26556776,33.50167806,65.76724582,13.728,0.3987,-0.5574,-0.534087,-0.2492786,0.4519954,0.7642089,0.3183596,0.0091328,0.0287,0.949378189,0.915431787,0.983161785,0.94932392,760.3918
116,AFG2012,Afghanistan,AFG,South Asia,Low income,2012,NA,1,0,8.013,0,13.8998,13.8998,9671.593276,3918.312113,4540.400207,0.00306136,0,0.000828509,62.054,NA,5.454545455,24.16,50.5239467,-1.643165,53.61805,18.96654129,62.62026042,81.58680171,5.506,0.20645,-1.7173,-1.643165,-0.5745325,-0.8508698,-0.3166817,-0.977071,-1.498188,3.00E-04,0.95021561,1,0.91628197,0.955499193,21.9128
117,KAZ2012,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2012,1.032063603,1.014,0.014,5.2979,267.3659,19.3419,19.3419,92070.19036,63379.909,6977.479088,0.002772047,0.004218465,5.75E-05,69.61,NA,61.90662747,56.973,68.33604702,-0.6846134,102.21449,44.10966304,29.61406945,73.72373249,15.898,0.3166,-0.6555,-0.6846134,-0.4890838,1.334443,1.055186,1.180286,-0.5592903,0.021,0.95492047,0.756836196,0.995038691,0.902265119,292.0057
118,HUN2012,Hungary,HUN,Europe & Central Asia,High income,2012,0.982841074,1.005,0.005,4.1448,49.6897,10.1037,10.1037,75542.5356,32468.70144,3654.133946,0.002765005,0.001530388,5.49E-05,75.06341463,758,70.57999815,69.678,68.81248633,0.6152842,98.06066,86.32207926,79.54806116,165.8701404,17.87,0.4648,0.6044,0.6152842,0.6656361,1.941232,1.208458,1.062581,0.8054904,0.0173,0.955034988,0.911784271,0.995304275,0.954041178,63.9382
119,DNK2012,Denmark,DNK,Europe & Central Asia,High income,2012,1.007349253,0.998,-0.002,5.4133,40.4336,10.5663,10.5663,213000,66237.28123,3850.296443,0.002744282,0.000610436,2.55E-05,80.05121951,1635,92.26001172,87.142,64.94189973,1.8739,123.40579,54.63049402,48.61047632,103.2409703,18.262,0.7403,1.8618,1.8739,3.214304,2.078919,2.232685,1.605949,1.994773,0.0561,0.95537199,0.964812808,0.998307414,0.972830737,56.4132
120,GBR2012,United Kingdom,GBR,Europe & Central Asia,High income,2012,0.997134328,0.994,-0.006,62.4643,489.1687,40.8213,40.8213,1840000,451000,15846.66036,0.002576019,0.001084665,3.40E-05,80.90487805,23235,87.47999842,81.837,65.34134542,1.718676,91.55276,29.97510397,31.14731408,61.12241805,18.148,0.8735,1.7007,1.718676,1.882179,1.827669,2.242675,1.470764,1.586962,0.0714,0.958108313,0.937476957,0.99743916,0.964341477,592.4543
121,NGA2012,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2012,1.052297831,0.999,-0.001,68.1032,170.9168,237.3438,237.3438,201000,102000,95341.95812,0.002489395,0.001673473,0.000338376,51.786,718,16.1,45.246,53.05252456,-1.146282,47.18077,31.54658773,12.98578032,44.53236805,1.282,0.1311,-1.1751,-1.146282,-0.5423917,-0.909577,-0.4346873,-0.7931906,-1.0437,0.0014,0.959517008,0.903536462,0.966347881,0.943133784,476.3638
122,BIH2012,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2012,NA,1,0,1.4354,22.8219,2.5369,2.5369,9907.206071,3730.334119,1034.673798,0.002451884,0.006117924,0.000144884,76.401,16,45.06450043,46.199,70.30021315,-0.2067376,NA,32.35054272,55.79456891,88.14511163,13.37,0.2386,-0.2201,-0.2067376,-0.416682,1.094013,0.2798695,0.7869945,-0.1666327,0.0011,0.960127019,0.64734621,0.986112625,0.864528618,26.7942
123,HTI2012,Haiti,HTI,Latin America & Caribbean,Low income,2012,NA,1,0,0.743,3.0837,4.0622,4.0622,1187.277436,3702.012604,1693.372198,0.002398882,0.000832979,0.000625801,61.26,17,9.8,49.477,59.93559609,-1.327451,NA,16.90629906,53.15794463,70.06424369,0.852,0.087,-1.339,-1.327451,-0.5475734,-0.852306,-0.4795628,-0.9127827,-1.064139,4.00E-04,0.960988947,0.951984823,0.936988106,0.949987292,7.8889
